MapPinId,MapPinName,MapPinDescription,Lat,long,TwitterHandle,Address,Website,Instagram,Facebook,IsPublished
123920,Saddlebag Lake Resort,"<span style=""font-weight: bold;"">Phone</span>: (760) 647-3044<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div>Campsites<br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; box-sizing: border-box;"">pubinfo@parks.ca.gov</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div>",37.96555572,-119.26906077,NULL,NULL,http://www.saddlebaglakeresort.com/index.html,NULL,NULL,1
123921,Saddlebag Lake Resort,Phone:(760) 647-3044<div><br></div><div>Services:</div><div>Campsites<br></div>,37.96555572,-119.26906077,NULL,NULL,http://www.saddlebaglakeresort.com/index.htm,NULL,NULL,0
123922,Sailor Bar / Illinois BTAF,"<span style=""font-weight: bold;"">Phone</span>: (916) 875-6961<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div>Day Use or Picnic Areas<br></div><div><br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; box-sizing: border-box;"">pubinfo@parks.ca.gov</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div>",38.63406803,-121.23394423,NULL,"Sailor Bar / Illinois BTAF,4253 Illinois Ave,Fair oaks,96628",http://www.regionalparks.saccounty.net/Parks/Pages/SailorBar.aspx,NULL,NULL,1
123923,Salmon Harbor RV Resort,"Phone:&nbsp;(707) 487-3341<div><br></div><div>Services:</div><div><br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><u><font color=""#0000ff"">pubinfo@parks.ca.gov</font></u></a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div>",41.94534909,-124.2001133,NULL,NULL,http://www.salmonharborrvresort.com/,NULL,NULL,1
123924,Salmon Lake Lodge,"Phone:(530) 852-0874<div><br></div><div>Services:</div><div><br></div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",39.65729358,-120.6492277,NULL,NULL,http://www.salmonlake.net/,NULL,NULL,1
123925,Salt Point SP,"Phone:(707) 847-3221<div><br></div><div>Services:</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",38.57062428,-123.32564089,NULL,NULL,http://www.parks.ca.gov/default.asp?page_id=453,NULL,NULL,1
123926,Salt Spring Valley Reservoir,"<span style=""font-weight: bold;"">Phone</span>: (209) 785-7787<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div>Restrooms<br></div><div>Showers<br></div><div>Carry Down Walkways<br></div><div>Sewage or Bilge Pumpouts<br></div><div>Campsites<br></div><div>Convenience Store<br></div><div>Swimming Area<br></div><div>Fishing Tackle Sales&nbsp;<br></div><div>Ice Vending<br></div><div>Fish Cleaning<br></div><div>Boat Washdown Area&nbsp;<br></div><div>Transient Berths or Tie Ups<br><br></div><div><span style=""font-weight: bold;"">Number of Launch Ramp Lanes Useable at One Time</span>:4<br></div><div><span style=""font-weight: bold;"">Number of Parking Spaces for Cars with Trailers</span>:100<br></div><div><span style=""font-weight: bold;"">Number of Boarding Floats</span>: 2<br></div><div><span style=""font-weight: bold;"">Number of Carry Down Walkways</span>: 4<br></div><div><span style=""font-weight: bold;"">Dry Storage Capacity</span>: 60<br></div><div><br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; box-sizing: border-box;""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a><br></div><div><br></div><div><br></div>",38.02586848,-120.76006492,NULL,NULL,http://www.saltspringvalleyreservoir.com/,NULL,NULL,1
123927,Salton Sea (Corvina Beach Boat-In Site),"Phone:(760) 393-3052<div><br></div><div>Services:</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",33.4781578,-115.89012252,NULL,NULL,http://www.parks.ca.gov/default.asp?page_id=639,NULL,NULL,1
123928,Salton Sea (Mecca Beach Boat-In Site),"Phone:&nbsp;(760) 393-3052<div><br></div><div>Services:</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",33.49101805,-115.90294181,NULL,NULL,http://www.parks.ca.gov/default.asp?page_id=639,NULL,NULL,1
123929,Salton Sea (Salt Creek BTAF),Phone:(760) 393-3052<div><br></div><div>Services:</div>,33.44342763,-115.84616413,NULL,NULL,http://www.parks.ca.gov/default.asp?page_id=639,NULL,NULL,1
123930,Salton Sea Beach Marina,"<span style=""font-weight: bold;"">Phone</span>: (760) 395-5212<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div>Restrooms<br></div><div>Showers<br></div><div>Sewage or Bilge Pumpouts<br></div><div>Campsites<br></div><div>Convenience Store<br></div><div>Swimming Area<br></div><div>Fishing Tackle Sales&nbsp;<br></div><div>Ice Vending<br></div><div>Restaurant<br></div><div>Fish Cleaning<br></div><div>Boat Washdown Area&nbsp;<br></div><div>Transient Berths or Tie Ups<br></div><div>Water on Dock<br></div><div><br></div><div><div><span style=""font-weight: bold;""># of Launch Ramp Lanes Usable at One Time</span>: 1</div><div><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span>: 50</div><div><span style=""font-weight: bold;""># of Boarding Floats</span>: 2</div></div><div><span style=""font-weight: bold;"">Minimum Boat Length</span>: 14<br></div><div><span style=""font-weight: bold;"">Maximum Boat Length</span>: 20<br></div><div><br></div>",33.3762527,-116.01074423,NULL,NULL,NULL,NULL,NULL,1
123931,Salton Sea State Recreation Area (Varner Harbor),"Phone:&nbsp;(760) 393-3052<div><br></div><div>Services:&nbsp;</div><div>Restrooms<br></div><div>Showers<br></div><div>Carry Down Walkways<br></div><div>Sewage or Bilge Pumpouts<br></div><div>Campsites<br></div><div>Swimming Area<br></div><div>Fish Cleaning<br></div><div>Boat Washdown Area&nbsp;<br></div><div>Transient Berths or Tie Ups<br></div><div>Number of Launch Ramp Lanes Useable at One Time:2<br></div><div>Number of Parking Spaces for Cars with Trailers:600<br></div><div>Number of Boarding Floats:1<br></div><div>Number of Carry Down Walkways :3<br></div><div>Minimum Boat Length: 10</div><div>Maximum:25</div><div><br></div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",33.50374795,-115.9151214,NULL,NULL,http://www.parks.ca.gov/default.asp?page_id=639,NULL,NULL,1
123932,Sam's Harbor,"<span style=""font-weight: bold;"">Phone</span>:&nbsp;(925) 684-2115<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div><br></div><div><div style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><br></div><div style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><span style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; box-sizing: border-box;""><u><font color=""#0066cc"">pubinfo@parks.ca.gov</font></u></a><span style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;"">.</span></div></div>",38.00347374,-121.6290453,NULL,NULL,NULL,NULL,NULL,1
123933,Samoa Boat Ramp County Park,"<span style=""font-weight: bold;"">Phone</span>: (707) 445-7651<br><br><div><span style=""font-weight: bold;"">Services</span>:</div><div>Restrooms<br></div><div>Campsites<br></div><div><br></div><div><span style=""font-weight: bold;""># of Launch Ramp Lanes Usable at One Time</span>: 2&nbsp;<br></div><div><span style=""font-weight: bold;""># of Parking Spaces for Cars with Trailers</span>: 30<br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif;""><u><font color=""#0000ff"">pubinfo@parks.ca.gov</font></u></a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div><div><br></div>",40.77210882,-124.21253397,NULL,"Samoa Boat Ramp County Park,1710 New navy Base Road  ,Samoa,95564",https://humboldtgov.org/Facilities/Facility/Details/Samoa-Boat-Ramp-9,NULL,NULL,1
123934,San Diego Harbor (Submerged Breakwater),"Phone:(619) 686-6200<div><br></div><div>Services:&nbsp;</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",32.68341488,-117.22350401,NULL,NULL,http://www.portofsandiego.org/,NULL,NULL,1
123935,San Diego Marriot Hotel and Marina,"Phone:(619) 230-8955<div><br></div><div>Services:</div><div>Restrooms<br></div><div>Showers<br></div><div>Carry Down Walkways<br></div><div>Sewage or Bilge Pumpouts<br></div><div>Shore Boat Service&nbsp;<br></div><div>Oil Disposal<br></div><div>Boat Rentals<br></div><div>Convenience Store<br></div><div>Haulout and Boat Repair&nbsp;<br></div><div>Fishing Tackle Sales&nbsp;<br></div><div>Ice Vending<br></div><div>Lodging<br></div><div>Restaurant<br></div><div>Boat Washdown Area&nbsp;<br></div><div>Transient Berths or Tie Ups<br></div><div>Water on Dock<br></div><div>Electric on Dock<br></div><div>Phone Service on Dock<br></div><div>Cable TV On Dock<br></div><div>Laundry&nbsp;<br></div><div>Minimum Boat Length:30<br></div><div>Maximum Boat Length:119</div><div><br></div><div><br></div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div><div><br></div>",32.70788109,-117.16556463,NULL,NULL,http://www.marriott.com/hotels/travel/sandt-san-diego-marriott-hotel-and-marina/,NULL,NULL,1
123936,San Diego Mooring Company,"Phone:(619) 291-0916<div><br></div><div>Services:</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",32.72747043,-117.1779721,NULL,NULL,http://www.sandiegomooring.com,NULL,NULL,1
123937,San Diego P.O. Monitoring & Maint.,"Phone:&nbsp;(619) 298-3800<div><br></div><div>Services:</div><div><br></div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",32.75452807,-117.20596589,NULL,NULL,http://www.pumpahead.com/,NULL,NULL,1
123938,San Diego Pier 11A (USS Midway),Phone:(619) 686-6200<div><br></div><div>Services:</div>,32.71482475,-117.17339148,NULL,NULL,http://www.midway.org/site/pp.asp?c=coIMKTMCF&b=81432,NULL,NULL,1
123939,San Diego Regional Beach,"Phone:(619) 699-1900<div><br></div><div>Services:</div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",33.00091163,-117.27822011,NULL,NULL,http://www.sandag.org,NULL,NULL,1
123940,San Diego Yacht Club,"Phone:(619) 221-8400<div><br></div><div>Services:</div><div>Restrooms<br></div><div>Showers<br></div><div>Snack Bar<br></div><div>Oil Disposal<br></div><div>Swimming Area<br></div><div>Ice Vending<br></div><div>Gear Lockers<br></div><div>Restaurant<br></div><div>Fish Cleaning<br></div><div>Boat Washdown Area&nbsp;<br></div><div>Transient Berths or Tie Ups<br></div><div>Water on Dock<br></div><div>Electric on Dock<br></div><div>Phone Service on Dock<br></div><div>Dry Storage Capacity:529<br></div><div>Minimum Boat Length:20<br></div><div>Maximum Boat Length:114<br></div><div><br></div><div>To report any incorrect information about a facility, please email pubinfo@parks.ca.gov.&nbsp;<br></div>",32.71820642,-117.22920129,NULL,NULL,http://www.sdyc.org,NULL,NULL,1
123941,San Francisco Bar BTAF,"<span style=""font-weight: bold;"">Phone</span>: (916) 988-0205<div><br></div><div><span style=""font-weight: bold;"">Services</span>:</div><div><br></div><div><br></div><div><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">To report any incorrect information about a facility, please email&nbsp;</span><a href=""mailto:pubinfo@parks.ca.gov"" style=""font-weight: 400; font-style: normal; font-size: 13px; font-family: Arial, Helvetica, sans-serif; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; box-sizing: border-box;"">pubinfo@parks.ca.gov</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; font-style: normal; font-weight: 400;"">.</span><br></div>",38.97308381,-120.83384883,NULL,NULL,NULL,NULL,NULL,1
